ID	LineA_1	LineA_2	LineA_3	LineA_4	LineA_5	LineB_1	LineB_2	LineB_3	LineB_4	LineB_5	LineB_6	LineB_7	LineB_8	LineB_9	LineB_10
ENSG00000088367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088387	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0
ENSG00000088448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088451	0	0	0	0	4	0	0	8	0	0	0	0	18	1	0
ENSG00000088538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088682	0	0	0	1	0	26	180	46	22	148	0	23	0	3	49
ENSG00000088726	23	0	0	1	0	0	0	0	4	0	0	1	0	0	0
ENSG00000088727	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088766	0	0	0	0	0	2	0	9	0	0	27	5	32	5	0
ENSG00000088782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088832	1	15	12	12	30	50	45	123	0	20	91	216	249	119	220
ENSG00000088833	16	0	0	19	0	2	14	0	0	2	0	1	55	1	3
ENSG00000088836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000088882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088888	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
ENSG00000088899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088926	16	6	5	8	43	2	22	68	17	5	0	18	0	3	0
ENSG00000088930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089022	32	0	2	0	0	2	0	2	0	11	0	6	0	0	0
ENSG00000089041	8	4	1	8	4	0	7	0	37	1	0	0	0	0	3
ENSG00000089048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089250	0	0	0	0	0	0	0	0	6	0	0	0	7	0	0
ENSG00000089280	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089335	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSG00000089351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089472	28	0	50	1	11	0	4	0	1	0	6	2	0	0	0
ENSG00000089486	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ENSG00000089505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089692	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000089693	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSG00000089723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089737	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089775	2	0	0	1	0	5	0	0	48	30	0	0	7	0	6
ENSG00000089818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089847	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089876	1	91	16	5	11	47	44	44	25	41	1	38	0	36	87
ENSG00000089902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090061	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090104	1	0	0	0	0	19	17	1	0	2	1	6	0	4	7
ENSG00000090238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090376	0	1	1	12	21	2	25	0	0	0	0	2	0	1	0
ENSG00000090382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090512	0	1	0	0	0	0	0	0	0	0	7	0	0	0	2
ENSG00000090520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090539	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000090554	18	1	21	1	1	3	0	12	8	38	0	24	4	19	30
ENSG00000090565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090612	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090621	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0
ENSG00000090659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090661	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000090674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090686	2	5	0	28	3	0	0	0	0	0	0	0	0	0	0
ENSG00000090776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090863	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0
ENSG00000090889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090920	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000090924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090989	0	0	12	0	0	0	0	0	0	6	0	0	0	0	0
ENSG00000091009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091136	16	2	2	73	4	0	1	1	0	0	0	0	0	0	3
ENSG00000091137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091138	2	0	8	2	8	5	8	0	0	1	0	0	0	6	1
ENSG00000091140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091164	1	7	0	4	19	40	10	12	39	60	0	1	104	0	55
ENSG00000091181	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000091262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091317	0	4	1	1	0	0	0	0	0	0	0	0	0	0	2
ENSG00000091409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091436	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000091482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091483	15	1	0	0	0	0	0	0	33	0	0	0	0	1	0
ENSG00000091490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091527	0	0	0	0	0	10	1	0	0	1	0	2	37	29	0
ENSG00000091536	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000091542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091583	24	0	0	2	2	40	31	0	171	3	0	12	46	4	1
ENSG00000091592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091640	41	0	6	23	0	1	1	12	0	41	36	22	0	0	0
ENSG00000091651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091947	0	3	0	13	34	29	14	2	2	1	0	0	0	0	2
ENSG00000091972	0	0	0	0	0	0	0	0	1	0	102	1	0	0	24
ENSG00000091986	0	12	4	0	0	1	0	1	0	0	0	3	0	2	0
ENSG00000092009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092020	9	12	1	24	0	0	1	1	0	0	0	0	0	0	0
ENSG00000092036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092054	0	2	28	15	30	0	3	0	0	0	0	0	1	0	1
ENSG00000092067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092068	15	50	10	80	139	106	51	9	83	5	54	8	0	102	82
ENSG00000092094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092096	0	4	0	3	1	0	0	0	0	0	0	0	0	0	0
ENSG00000092098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092140	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000092148	5	0	0	10	18	14	6	34	0	0	0	5	0	0	1
ENSG00000092199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092200	0	0	1	2	5	7	26	0	10	33	37	7	2	0	39
ENSG00000092201	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
ENSG00000092203	0	0	0	0	0	0	0	0	127	5	0	0	0	0	0
ENSG00000092208	0	7	7	0	0	0	67	0	0	1	0	1	0	3	0
ENSG00000092295	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
ENSG00000092330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092445	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1
ENSG00000092470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092841	79	0	0	0	0	1	0	0	0	0	0	0	10	0	0
ENSG00000092847	23	0	48	1	0	2	0	2	13	25	0	1	0	25	0
ENSG00000092850	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0
ENSG00000092853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092964	23	7	176	80	40	10	29	0	0	1	105	46	0	38	24
ENSG00000092969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ENSG00000092978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000093000	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000093009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000093010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000093072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000093100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000093134	0	1	0	12	10	0	11	0	0	0	0	6	0	0	1
ENSG00000093144	55	28	10	56	7	3	4	4	0	0	4	4	0	16	13
ENSG00000093167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000093183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000093217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000094631	56	6	22	21	0	0	0	1	0	1	0	0	0	0	0
ENSG00000094661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000094755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000094796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000094804	2	0	1	15	24	0	11	0	0	0	0	9	0	0	6
ENSG00000094841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000094880	0	0	5	0	0	0	4	0	22	2	0	0	0	0	0
ENSG00000094914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000094916	2	11	0	22	3	4	4	9	0	0	0	0	0	1	0
ENSG00000094963	0	0	5	0	0	0	0	0	1	20	0	0	26	0	0
ENSG00000094975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095002	0	0	1	0	0	0	0	0	0	6	0	0	36	0	2
ENSG00000095015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095066	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000095110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095203	0	0	0	0	0	0	0	14	0	0	0	5	0	0	5
ENSG00000095209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095261	0	0	37	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000095303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095370	0	0	0	0	0	1	0	0	0	8	0	2	0	22	0
ENSG00000095380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095585	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000095587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095713	0	0	0	0	0	0	0	0	0	0	3	5	2	0	4
ENSG00000095739	0	0	0	0	1	0	0	25	0	9	0	2	4	0	34
ENSG00000095752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095777	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000095787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095932	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ENSG00000095951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000096171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096264	0	0	0	0	0	1	0	0	0	0	0	0	69	10	1
ENSG00000096384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096968	19	1	1	6	3	37	1	2	2	3	16	63	16	4	8
ENSG00000096996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000097007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000097021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000097033	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000097046	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSG00000097096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099250	34	1	0	0	0	29	2	16	0	2	10	66	0	59	0
ENSG00000099251	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ENSG00000099256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099326	14	0	4	11	23	8	27	6	0	0	0	1	2	43	6
ENSG00000099330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099331	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
ENSG00000099337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099385	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000099399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099622	0	95	80	3	55	82	106	69	16	83	111	42	0	95	78
ENSG00000099624	2	112	1	127	48	35	114	44	23	19	283	6	14	8	304
ENSG00000099625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099785	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
ENSG00000099795	7	12	20	6	52	1	0	37	0	0	6	1	0	18	7
ENSG00000099797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099814	0	0	0	0	0	0	0	1	0	0	25	1	38	0	0
ENSG00000099817	0	0	0	0	1	0	2	1	0	0	0	0	1	0	4
ENSG00000099821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099822	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000099834	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ENSG00000099840	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
ENSG00000099849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
